architecture,is_architecture,author/s,city,country,start_year,end_year,qty_title,qty_paragraph,qty_caption,qty_unassigned,qty,certainty_score,fuctional_type_infered,fuctional_type_classified,uses_wikipedia
Palais de Bois,Yes,Auguste Perret,Paris,France,1924,1924,0,0,1,0,1,0.999664247,art gallery,Hospital / Clinic / Dispensary,FALSE
Le Raincy church,Yes,Auguste Perret,Paris,France,1922,1924,0,0,0,1,1,0.9996200204,church,Church,FALSE
Dresdner Werkstatten,Yes,Karl Schmidt,Dresden,Germany,1898,1898,0,1,0,1,2,0.9970776737,Kunstgewerbeschule,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Werkstatten,Yes,Karl Schmidt,Hellerau,Germany,1898,1908,2,3,2,1,8,0.9105727077,Werkstatten,Factory,FALSE
Vorhalle,Yes,Behrens,Turin,Italy,1902,1902,0,3,0,0,3,0.9192492962,Vorhalle,Synagogue,FALSE
Turbine Factory,Yes,Behrens,Berlin,Germany,1909,1909,0,4,2,0,6,0.9989468952,factory,Power Plant,FALSE
Turbine Hall,Yes,the turbine hall has to be slightly contained,nuclear,United States,Nuclear power plants,1960s,0,0,0,1,1,0.9998774529,Nuclear power plants,Power Plant,TRUE
AEG Brunnenstrasse complex,Yes,Behrens,Berlin,Germany,1910,1910,0,0,0,1,1,0.9835681915,factory,Hospital / Clinic / Dispensary,FALSE
German Embassy,Yes,Behrens,St Petersburg,Russia,1911,1911,0,2,0,1,3,0.9765731096,German Embassy,Embassy or Consulate,FALSE
AEG Factory complex,Yes,Behrens,Berlin,Germany,1912,1912,0,0,1,0,1,0.9925401807,factory,Factory,FALSE
Glass Pavilion,Yes,Bruno Taut,Cologne,Germany,1914,1914,0,3,1,0,4,0.9993224442,functionless,Meeting Pavilion,TRUE
Turin Vorhalle,Yes,Behrens,Turin,Italy,1902,1902,0,1,0,1,2,0.9990487695,ritualistic mysticism,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
1911 new,Yes,John Nash,New York,United States,1911,1911,0,0,0,1,1,0.9643501639,house,Hospital / Clinic / Dispensary,FALSE
Dessau Bauhaus,Yes,Walter Gropius,Dessau,Germany,1926,1926,0,5,1,1,7,0.9992573063,house,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
similar impulse informed,No,,,,,,,,,,,,,,
Van de Velde ' theatre,Yes,Van de Velde,Amsterdam,Netherlands,1905,1905,0,0,0,1,1,0.9993826151,theatre,Theater,FALSE
Leipzig Steel Pavilion,Yes,Bruno Taut,Cologne,Germany,13,13,0,1,0,0,1,0.9997923374,phantasmagoric pavilion for the glass industry,Factory,FALSE
Taylor System,No,,,,,,,,,,,,,,
Haus des Himmels,Yes,Hans Poelzig,Magdeburg,Germany,1921,1923,0,1,0,0,1,0.9754280448,House of Heaven,Hospital / Clinic / Dispensary,FALSE
House Heaven,Yes,The final answer: the architect/s,San Francisco,United States,1905,1905,0,0,0,1,1,0.9984508157,house,Single-Family Housing,FALSE
Grosse Schauspielhaus,Yes,Hans Poelzig,Berlin,Germany,1980s,1980s,0,0,1,0,1,0.9028581977,theatre,Theater,TRUE
Berliner - Tageblatt building,Yes,Ludwig Mies van der Rohe,Berlin,Germany,1905,1905,0,0,0,1,1,0.9994363785,office,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Salzburg Festspielhaus project,Yes,Poelzig,Salzburg,Austria,1919,1919,0,0,0,1,1,0.9995589852,office,Theater,FALSE
,Yes,Yann Forget,Paris,France,November 22,November 22,1117,25090,2281,1554556,1583044,0.9029493928,Office,Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary Hospital / Clinic / Dispensary,TRUE
Istanbul ' Freundschaftshaus ' House Friendship,Yes,Otto von Breuning,Frankfurt,Germany,1905,1905,0,0,0,1,1,0.977938652,house,Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary,FALSE
Capitol Cinema,Yes,Poelzig,Berlin,Dutch,1925,1925,0,1,0,0,1,0.9996720552,Cinema,Theater,FALSE
De Dageraad,No,,,,,,,,,,,,,,
Petersdorff Store,Yes,Mendelsohn,Breslau,Poland,1927,1927,0,0,1,0,1,0.9996502995,store,Single-Brand Store,FALSE
Friedrichstrasse office building,Yes,Ludwig Mies van der Rohe,Berlin,Germany,1921,1921,0,0,0,1,1,0.9998656511,"Buildings for animals (upper left) and barns. Although Haring, like Mendelsohn, believed in the ultimate primacy of function, he sought to transcend the primitive nature of mere utility by evolving his forms from a more profound understanding of the programme. Like Scharoun, however, his attitude to massing was often naively imitative of biological form. In this respect, one may see Scharoun’s Home and Work Exhibition building at",Bank (branch or headquarters),FALSE
Home Work Exhibition,No,,,,,,,,,,,,,,
Prinz Albrecht Garten residential project,Yes,Haring,Berlin,Germany,1924,1924,0,0,0,1,1,0.9993950725,residential,Single-Family Housing,FALSE
Philharmonie,Yes,Scharoun,Berlin,Germany,1956,1956,0,0,3,0,3,0.9997659028,house,Auditorium,FALSE
School Arts Crafts,No,,,,,,,,,,,,,,
Fine Arts Building,Yes,Henry van de Velde,Weimar,Belgium,1908,1908,0,1,0,0,1,0.9998316169,Fine Arts Building,Museum,FALSE
Mazdaznan centre,No,,,,,,,,,,,,,,
Chicago Tribune,No,,,,,,,,,,,,,,
project,No,,,,,,,,,,,,,,
Chicago Tribune Building,Yes,Art Institute of Chicago,Chicago,Michigan,1920s,1868,0,0,2,0,2,0.9994795918,office,Printing House,TRUE
Sommerfeld House,Yes,the Bauhaus school,Berlin,Germany,1920,1921,0,1,0,0,1,0.9997926354,villa,Hospital / Clinic / Dispensary,TRUE
Experimental House,Yes,Muche and Meyer,Weimar,Germany,1923,1923,0,2,1,0,3,0.9968838692,Bauhaus,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Heimatstil log house,Yes,Muche and Meyer,Weimar,Germany,1922,1922,0,0,1,0,1,0.9998319149,"Experimental House, Bauhaus Exhibition, Weimar, 1923",Farm / Stable,FALSE
Dymaxion House,Yes,Buckminster Fuller,Siberian,Siberian,1930,factory manufactured kits,0,1,0,2,3,0.9980341196,house,Hospital / Clinic / Dispensary,TRUE
